Year,EEZID,countrycode,GDP_SSP1,GDP_SSP3,GDP_SSP5,Population_SSP1,Population_SSP3,Population_SSP5,SeafoodConsumption_SSP1,SeafoodConsumption_SSP3,SeafoodConsumption_SSP5
2086,90,SLB,50466.6,11818,78519,79380.28451,908568.2078,78613.72102,119.099681,80.49866125,134.1873414
2087,90,SLB,51708.2,12014,80880,77093.66028,911315.1786,76363.15649,119.8833407,80.85675022,135.2643608
2088,90,SLB,52949.8,12210,83241,74807.03605,914062.1494,74112.59196,120.653379,81.21059865,136.3186627
2089,90,SLB,54191.4,12406,85602,72520.41182,916809.1201,71862.02742,121.4103438,81.56032365,137.3513507
2090,90,SLB,55433,12602,87963,70233.78759,919556.0909,69611.46289,122.1547491,81.90603727,138.3634462
2091,90,SLB,56716,12806.8,90539.2,68253.61545,921765.647,67645.19797,122.911294,82.26310351,139.4454101
2092,90,SLB,57999,13011.6,93115.4,66273.44332,923975.203,65678.93306,123.655444,82.61602451,140.505123
2093,90,SLB,59282,13216.4,95691.6,64293.27119,926184.7591,63712.66815,124.3876697,82.96491253,141.5436396
2094,90,SLB,60565,13421.2,98267.8,62313.09905,928394.3152,61746.40324,125.1084142,83.30987507,142.5619377
2095,90,SLB,61848,13626,100844,60332.92692,930603.8712,59780.13832,125.8180952,83.65101522,143.5609259
2096,90,SLB,63197.8,13841.4,103674,58586.79877,932389.7761,58046.14391,126.553216,84.00579622,144.6370796
2097,90,SLB,64547.6,14056.8,106504,56840.67062,934175.6809,56312.1495,127.2769602,84.35656851,145.691993
2098,90,SLB,65897.4,14272.2,109334,55094.54247,935961.5857,54578.15509,127.9897365,84.7034378,146.7266333
2099,90,SLB,67247.2,14487.6,112164,53348.41432,937747.4905,52844.16068,128.6919308,85.04650543,147.7419001
2100,90,SLB,68597,14703,114994,51602.28617,939533.3953,51110.16627,129.3839078,85.3858687,148.7386315
1981,694,SLE,321.8234292,321.8234292,321.8234292,3243733,3243733,3243733,19.43418908,19.43418908,19.43418908
1982,694,SLE,365.903865,365.903865,365.903865,3325715,3325715,3325715,20.11915337,20.11915337,20.11915337
1983,694,SLE,274.9023109,274.9023109,274.9023109,3407697,3407697,3407697,18.62511333,18.62511333,18.62511333
1984,694,SLE,293.3159619,293.3159619,293.3159619,3489679,3489679,3489679,18.95382336,18.95382336,18.95382336
1985,694,SLE,225.1827771,225.1827771,225.1827771,3571661,3571661,3571661,17.64896778,17.64896778,17.64896778
1986,694,SLE,125.1521265,125.1521265,125.1521265,3653643,3653643,3653643,15.06206509,15.06206509,15.06206509
1987,694,SLE,220.6937931,220.6937931,220.6937931,3735625,3735625,3735625,17.55333191,17.55333191,17.55333191
1988,694,SLE,216.6025624,216.6025624,216.6025624,3817607,3817607,3817607,17.46492482,17.46492482,17.46492482
1989,694,SLE,219.2940868,219.2940868,219.2940868,3899589,3899589,3899589,17.52322147,17.52322147,17.52322147
1990,694,SLE,150.3890323,150.3890323,150.3890323,3981571,3981571,3981571,15.8274744,15.8274744,15.8274744
1991,694,SLE,179.361334,179.361334,179.361334,3997725.2,3997725.2,3997725.2,16.5980713,16.5980713,16.5980713
1992,694,SLE,156.4032118,156.4032118,156.4032118,4013879.4,4013879.4,4013879.4,15.99583158,15.99583158,15.99583158
1993,694,SLE,177.597591,177.597591,177.597591,4030033.6,4030033.6,4030033.6,16.5538703,16.5538703,16.5538703
1994,694,SLE,211.5924777,211.5924777,211.5924777,4046187.8,4046187.8,4046187.8,17.35498571,17.35498571,17.35498571
1995,694,SLE,202.3158548,202.3158548,202.3158548,4062342,4062342,4062342,17.14630072,17.14630072,17.14630072
1996,694,SLE,218.3665864,218.3665864,218.3665864,4078496.2,4078496.2,4078496.2,17.50319171,17.50319171,17.50319171
1997,694,SLE,196.1151103,196.1151103,196.1151103,4094650.4,4094650.4,4094650.4,17.00288184,17.00288184,17.00288184
1998,694,SLE,153.458527,153.458527,153.458527,4110804.6,4110804.6,4110804.6,15.91400201,15.91400201,15.91400201
1999,694,SLE,150.0062901,150.0062901,150.0062901,4126958.8,4126958.8,4126958.8,15.81659491,15.81659491,15.81659491
2000,694,SLE,138.6986922,138.6986922,138.6986922,4143113,4143113,4143113,15.48561634,15.48561634,15.48561634
2001,694,SLE,229.3755148,229.3755148,229.3755148,4315558,4315558,4315558,17.73704303,17.73704303,17.73704303
2002,694,SLE,252.3962103,252.3962103,252.3962103,4487998,4487998,4487998,18.20074396,18.20074396,18.20074396
2003,694,SLE,266.4471103,266.4471103,266.4471103,4660440,4660440,4660440,18.46876832,18.46876832,18.46876832
2004,694,SLE,266.5695675,266.5695675,266.5695675,4832884,4832884,4832884,18.47105835,18.47105835,18.47105835
2005,694,SLE,292.3493252,292.3493252,292.3493252,5005324,5005324,5005324,18.93694811,18.93694811,18.93694811
2006,694,SLE,323.3891849,323.3891849,323.3891849,5157507.575,5157507.575,5157507.575,19.45965771,19.45965771,19.45965771
2007,694,SLE,360.3721418,360.3721418,360.3721418,5323242.358,5323242.358,5323242.358,20.03662233,20.03662233,20.03662233
2008,694,SLE,408.4807421,408.4807421,408.4807421,5488977.142,5488977.142,5488977.142,20.72569894,20.72569894,20.72569894
2009,694,SLE,391.2010053,391.2010053,391.2010053,5654711.925,5654711.925,5654711.925,20.48537375,20.48537375,20.48537375
2010,694,SLE,742,742,742,2612075.147,2612075.147,2612075.147,24.34780739,24.34780739,24.34780739
2011,694,SLE,812.6,812.6,812.6,2610297.453,2667811.437,2611255.976,24.95233202,24.95233202,24.95233202
2012,694,SLE,883.2,883.2,883.2,2608519.759,2723547.726,2610436.804,25.51963605,25.51963605,25.51963605
2013,694,SLE,953.8,953.8,953.8,2606742.066,2779284.016,2609617.632,26.05473065,26.05473065,26.05473065
2014,694,SLE,1024.4,1024.4,1024.4,2604964.372,2835020.305,2608798.461,26.5616387,26.5616387,26.5616387
2015,694,SLE,1095,1095,1095,2603186.678,2890756.594,2607979.289,27.04364322,27.04364322,27.04364322
2016,694,SLE,1133.2,1128.4,1134.2,2593794.28,2946276.685,2600268.802,27.29504046,27.2637945,27.30153787
2017,694,SLE,1171.4,1161.8,1173.4,2584401.882,3001796.775,2592558.315,27.54032387,27.47923791,27.55300406
2018,694,SLE,1209.6,1195.2,1212.6,2575009.484,3057316.865,2584847.828,27.77983444,27.69020523,27.79840902
2019,694,SLE,1247.8,1228.6,1251.8,2565617.086,3112836.956,2577137.341,28.01388409,27.89691074,28.03808788
2020,694,SLE,1286,1262,1291,2556224.689,3168357.046,2569426.854,28.24275895,28.09955298,28.27234748
2021,694,SLE,1358.8,1303.6,1373.6,2540049.921,3222679.166,2555442.227,28.66554306,28.34654125,28.74945997
2022,694,SLE,1431.6,1345.2,1456.2,2523875.154,3277001.286,2541457.599,29.07209691,28.58783975,29.20606035
2023,694,SLE,1504.4,1386.8,1538.8,2507700.386,3331323.406,2527472.971,29.46382352,28.8237496,29.64412268
2024,694,SLE,1577.2,1428.4,1621.4,2491525.619,3385645.526,2513488.344,29.84194357,29.05454751,30.06533697
2025,694,SLE,1650,1470,1704,2475350.851,3439967.646,2499503.716,30.20752636,29.28048843,30.47116219
2026,694,SLE,1771.8,1514.4,1856.4,2452953.14,3494767.817,2478772.066,30.79366982,29.51654375,31.1836908
2027,694,SLE,1893.6,1558.8,2008.8,2430555.429,3549567.988,2458040.415,31.3510884,29.74759851,31.85470186
2028,694,SLE,2015.4,1603.2,2161.2,2408157.718,3604368.158,2437308.764,31.88290927,29.97389665,32.4895071
2029,694,SLE,2137.2,1647.6,2313.6,2385760.007,3659168.329,2416577.114,32.39175398,30.19566387,33.09241922
2030,694,SLE,2259,1692,2466,2363362.296,3713968.5,2395845.463,32.87984397,30.4131094,33.66699218
2031,694,SLE,2442.4,1735.8,2713.4,2337928.34,3765145.553,2371637.988,33.57974546,30.62357165,34.54682854
2032,694,SLE,2625.8,1779.6,2960.8,2312494.384,3816322.605,2347430.512,34.24225908,30.83019121,35.36989372
2033,694,SLE,2809.2,1823.4,3208.2,2287060.428,3867499.658,2323223.036,34.87179689,31.03313028,36.14416855
2034,694,SLE,2992.6,1867.2,3455.6,2261626.472,3918676.711,2299015.561,35.47200149,31.23254052,36.87599551
2035,694,SLE,3176,1911,3703,2236192.516,3969853.764,2274808.085,36.04591842,31.42856396,37.57050636
2036,694,SLE,3432,1960,4060.6,2207895.932,4016770.692,2247376.363,36.80786827,31.6440096,38.51681858
2037,694,SLE,3688,2009,4418.2,2179599.349,4063687.62,2219944.641,37.52937902,31.85555762,39.40409479
2038,694,SLE,3944,2058,4775.8,2151302.765,4110604.548,2192512.92,38.215194,32.06337106,40.24038035
2039,694,SLE,4200,2107,5133.4,2123006.182,4157521.477,2165081.198,38.86923396,32.26760246,41.03211593
2040,694,SLE,4456,2156,5491,2094709.598,4204438.405,2137649.476,39.49478044,32.46839477,41.78454522
2041,694,SLE,4799.6,2211.2,5983.8,2064168.572,4247557.804,2107720.17,40.29439444,32.69064122,42.76490814
2042,694,SLE,5143.2,2266.4,6476.6,2033627.546,4290677.204,2077790.864,41.05323842,32.90887278,43.68797042
2043,694,SLE,5486.8,2321.6,6969.4,2003086.519,4333796.603,2047861.558,41.77591866,33.12325717,44.56108411
2044,694,SLE,5830.4,2376.8,7462.2,1972545.493,4376916.002,2017932.252,42.46627025,33.33395131,45.3902148
2045,694,SLE,6174,2432,7955,1942004.466,4420035.402,1988002.946,43.12752335,33.54110227,46.1802759
2046,694,SLE,6616.4,2494,8604.6,1910665.777,4459292.14,1956998.37,43.94045279,33.76971803,47.16886526
2047,694,SLE,7058.8,2556,9254.2,1879327.087,4498548.879,1925993.794,44.71460837,33.99422092,48.10436804
2048,694,SLE,7501.2,2618,9903.8,1847988.398,4537805.617,1894989.219,45.45410522,34.21478206,48.99307954
2049,694,SLE,7943.6,2680,10553.4,1816649.709,4577062.356,1863984.643,46.16240892,34.43156159,49.84019215
2050,694,SLE,8386,2742,11203,1785311.019,4616319.095,1832980.068,46.84246791,34.64470964,50.65004347
2051,694,SLE,8937.6,2811.8,12030.6,1754243.564,4651032.138,1801938.492,47.65463142,34.88050294,51.63356338
2052,694,SLE,9489.2,2881.6,12858.2,1723176.109,4685745.181,1770896.916,48.4309782,35.11206028,52.56885176
2053,694,SLE,10040.8,2951.4,13685.8,1692108.653,4720458.225,1739855.341,49.17503906,35.33955765,53.46116269
2054,694,SLE,10592.4,3021.2,14513.4,1661041.198,4755171.268,1708813.765,49.88982504,35.56315979,54.31490029
2055,694,SLE,11144,3091,15341,1629973.743,4789884.311,1677772.189,50.57792658,35.78302112,55.13379611
2056,694,SLE,11809,3168.6,16362.4,1599949.87,4819525.909,1647547.61,51.37518318,36.0232365,56.10112305
2057,694,SLE,12474,3246.2,17383.8,1569925.998,4849167.506,1617323.03,52.14030055,36.25919398,57.02531214
2058,694,SLE,13139,3323.8,18405.2,1539902.126,4878809.103,1587098.45,52.87618893,36.49106815,57.91066089
2059,694,SLE,13804,3401.4,19426.6,1509878.254,4908450.7,1556873.87,53.58536329,36.71902261,58.76082781
2060,694,SLE,14469,3479,20448,1479854.381,4938092.298,1526649.29,54.27001323,36.9432108,59.57895557
2061,694,SLE,15238.4,3564.6,21663,1451086.111,4962231.743,1497445.225,55.03405423,37.18631523,60.51417476
2062,694,SLE,16007.8,3650.2,22878,1422317.841,4986371.188,1468241.159,55.77042484,37.42519366,61.41184196
2063,694,SLE,16777.2,3735.8,24093,1393549.57,5010510.633,1439037.094,56.48138791,37.66001612,62.27534479
2064,694,SLE,17546.6,3821.4,25308,1364781.3,5034650.078,1409833.028,57.16892744,37.8909421,63.10761242
2065,694,SLE,18316,3907,26523,1336013.03,5058789.524,1380628.963,57.83479344,38.11812141,63.91119636
2066,694,SLE,19176.2,4000.4,27924.4,1308623.728,5077873.183,1352641.953,58.55548367,38.36189273,64.8053477
2067,694,SLE,20036.4,4093.8,29325.8,1281234.427,5096956.843,1324654.943,59.25294077,38.60154305,65.66730907
2068,694,SLE,20896.6,4187.2,30727.2,1253845.126,5116040.503,1296667.933,59.92886476,38.83723372,66.49969805
2069,694,SLE,21756.8,4280.6,32128.6,1226455.825,5135124.162,1268680.923,60.58476729,39.06911635,67.30481133
2070,694,SLE,22617,4374,33530,1199066.523,5154207.822,1240693.913,61.22199907,39.29733359,68.08467617
2071,694,SLE,23557.8,4476,35113.6,1173237.627,5167957.552,1214202.838,61.89899001,39.54253523,68.93779878
2072,694,SLE,24498.6,4578,36697.2,1147408.731,5181707.283,1187711.764,62.55651823,39.78369022,69.76327313
2073,694,SLE,25439.4,4680,38280.8,1121579.835,5195457.013,1161220.689,63.19585954,40.02095332,70.56313257
2074,694,SLE,26380.2,4782,39864.4,1095750.939,5209206.744,1134729.614,63.81816257,40.25447014,71.33918408
2075,694,SLE,27321,4884,41448,1069922.042,5222956.475,1108238.54,64.42446551,40.4843779,72.09304134
2076,694,SLE,28359.2,4993.6,43250.6,1045842.373,5233232.961,1083427.934,65.07609587,40.72754128,72.92597737
2077,694,SLE,29397.4,5103.2,45053.2,1021762.703,5243509.447,1058617.328,65.71053342,40.96683844,73.73393781
2078,694,SLE,30435.6,5212.8,46855.8,997683.0336,5253785.933,1033806.722,66.32881568,41.20241194,74.51862747
2079,694,SLE,31473.8,5322.4,48658.4,973603.3641,5264062.419,1008996.117,66.9318847,41.43439624,75.2815745
2080,694,SLE,32512,5432,50461,949523.6946,5274338.905,984185.5108,67.52059866,41.66291825,76.02415445
2081,694,SLE,33638.2,5549.4,52484,927323.9987,5280596.549,961268.2284,68.1438916,41.90399918,76.83480956
2082,694,SLE,34764.4,5666.8,54507,905124.3029,5286854.192,938350.9459,68.75212865,42.1413844,77.62296003
2083,694,SLE,35890.6,5784.2,56530,882924.6071,5293111.835,915433.6635,69.34614407,42.37520539,78.39003222
2084,694,SLE,37016.8,5901.6,58553,860724.9112,5299369.479,892516.381,69.92670144,42.60558642,79.13731487
2085,694,SLE,38143,6019,60576,838525.2154,5305627.122,869599.0986,70.49450156,42.83264505,79.8659766
2086,694,SLE,39347.4,6144.2,62823.2,818259.3419,5308329.731,848597.3228,71.08834047,43.07125377,80.65485132
2087,694,SLE,40551.8,6269.4,65070.4,797993.4685,5311032.34,827595.547,71.66905163,43.30633832,81.42338305
2088,694,SLE,41756.2,6394.6,67317.6,777727.595,5313734.948,806593.7712,72.23730256,43.53801958,82.17277259
2089,694,SLE,42960.6,6519.8,69564.8,757461.7216,5316437.557,785591.9954,72.79370876,43.76641203,82.90411256
2090,694,SLE,44165,6645,71812,737195.8482,5319140.166,764590.2196,73.33883906,43.9916242,83.6184003
2091,694,SLE,45442.2,6777.8,74286.6,718841.45,5319509.605,745565.7661,73.9051875,44.22714639,84.38633046
2092,694,SLE,46719.4,6910.6,76761.2,700487.0518,5319879.045,726541.3125,74.46002975,44.45932283,85.13580312
2093,694,SLE,47996.6,7043.4,79235.8,682132.6536,5320248.484,707516.859,75.00390479,44.68826397,85.86783609
2094,694,SLE,49273.8,7176.2,81710.4,663778.2554,5320617.923,688492.4055,75.53731279,44.91407466,86.58336136
2095,694,SLE,50551,7309,84185,645423.8572,5320987.363,669467.9519,76.06071885,45.13685446,87.28323467
2096,694,SLE,51880.8,7451.2,86874,628929.4946,5318232.701,652331.0321,76.59551891,45.37215035,88.02691768
2097,694,SLE,53210.6,7593.4,89563,612435.1319,5315478.04,635194.1122,77.12040159,45.60418998,88.75397792
2098,694,SLE,54540.4,7735.6,92252,595940.7693,5312723.379,618057.1924,77.6357919,45.83307813,89.46526973
2099,694,SLE,55870.2,7877.8,94941,579446.4066,5309968.717,600920.2725,78.14208682,46.05891438,90.16158016
2100,694,SLE,57200,8020,97630,562952.0439,5307214.056,583783.3527,78.63965772,46.28179344,90.843636
1981,222,SLV,736.5906732,736.5906732,736.5906732,4723922.8,4723922.8,4723922.8,2.567285378,2.567285378,2.567285378
1982,222,SLV,717.5437389,717.5437389,717.5437389,4791580.6,4791580.6,4791580.6,2.549200396,2.549200396,2.549200396
1983,222,SLV,729.7388622,729.7388622,729.7388622,4859238.4,4859238.4,4859238.4,2.560819369,2.560819369,2.560819369
1984,222,SLV,751.7259474,751.7259474,751.7259474,4926896.2,4926896.2,4926896.2,2.581414304,2.581414304,2.581414304
1985,222,SLV,769.8029516,769.8029516,769.8029516,4994554,4994554,4994554,2.598019739,2.598019739,2.598019739
1986,222,SLV,753.9803804,753.9803804,753.9803804,5062211.8,5062211.8,5062211.8,2.58350102,2.58350102,2.58350102
1987,222,SLV,781.0590825,781.0590825,781.0590825,5129869.6,5129869.6,5129869.6,2.608216204,2.608216204,2.608216204
1988,222,SLV,816.2198238,816.2198238,816.2198238,5197527.4,5197527.4,5197527.4,2.6393912,2.6393912,2.6393912
1989,222,SLV,840.7133059,840.7133059,840.7133059,5265185.2,5265185.2,5265185.2,2.660533261,2.660533261,2.660533261
1990,222,SLV,914.1309275,914.1309275,914.1309275,5332843,5332843,5332843,2.7213232,2.7213232,2.7213232
1991,222,SLV,983.1800319,983.1800319,983.1800319,5393589.4,5393589.4,5393589.4,2.775323726,2.775323726,2.775323726
1992,222,SLV,1073.311045,1073.311045,1073.311045,5454335.8,5454335.8,5454335.8,2.841793111,2.841793111,2.841793111
1993,222,SLV,1216.701063,1216.701063,1216.701063,5515082.2,5515082.2,5515082.2,2.939594057,2.939594057,2.939594057
1994,222,SLV,1380.70763,1380.70763,1380.70763,5575828.6,5575828.6,5575828.6,3.041629193,3.041629193,3.041629193
1995,222,SLV,1585.109459,1585.109459,1585.109459,5636575,5636575,5636575,3.157076278,3.157076278,3.157076278
1996,222,SLV,1684.785985,1684.785985,1684.785985,5697321.4,5697321.4,5697321.4,3.209459199,3.209459199,3.209459199
1997,222,SLV,1778.837576,1778.837576,1778.837576,5758067.8,5758067.8,5758067.8,3.256849959,3.256849959,3.256849959
1998,222,SLV,1886.35964,1886.35964,1886.35964,5818814.2,5818814.2,5818814.2,3.308837437,3.308837437,3.308837437
1999,222,SLV,1930.623493,1930.623493,1930.623493,5879560.6,5879560.6,5879560.6,3.329611258,3.329611258,3.329611258
2000,222,SLV,2001.538009,2001.538009,2001.538009,5940307,5940307,5940307,3.362179367,3.362179367,3.362179367
2001,222,SLV,2072.299842,2072.299842,2072.299842,5965572,5965572,5965572,3.393848049,3.393848049,3.393848049
2002,222,SLV,2124.102889,2124.102889,2124.102889,5990842,5990842,5990842,3.41653483,3.41653483,3.41653483
2003,222,SLV,2209.496508,2209.496508,2209.496508,6016113,6016113,6016113,3.453065954,3.453065954,3.453065954
2004,222,SLV,2278.431843,2278.431843,2278.431843,6041378,6041378,6041378,3.481811408,3.481811408,3.481811408
2005,222,SLV,2313.574686,2313.574686,2313.574686,6066649,6066649,6066649,3.496221875,3.496221875,3.496221875
2006,222,SLV,2631.820415,2631.820415,2631.820415,6105570.232,6105570.232,6105570.232,3.619949751,3.619949751,3.619949751
2007,222,SLV,2806.339601,2806.339601,2806.339601,6135349.022,6135349.022,6135349.022,3.683211783,3.683211783,3.683211783
2008,222,SLV,2933.395056,2933.395056,2933.395056,6165127.811,6165127.811,6165127.811,3.727483769,3.727483769,3.727483769
2009,222,SLV,2858.478981,2858.478981,2858.478981,6194906.601,6194906.601,6194906.601,3.701553106,3.701553106,3.701553106
2010,222,SLV,5978,5978,5978,1345419.403,1345419.403,1345419.403,4.51695381,4.51695381,4.51695381
2011,222,SLV,6056,6055.8,6055.8,1308823.842,1338266.463,1306858.943,4.532781913,4.532741519,4.532741519
2012,222,SLV,6134,6133.6,6133.6,1272228.281,1331113.522,1268298.483,4.548461856,4.548381818,4.548381818
2013,222,SLV,6212,6211.4,6211.4,1235632.719,1323960.582,1229738.023,4.563996883,4.563877928,4.563877928
2014,222,SLV,6290,6289.2,6289.2,1199037.158,1316807.641,1191177.563,4.579390128,4.579232958,4.579232958
2015,222,SLV,6368,6367,6367,1162441.597,1309654.701,1152617.102,4.594644619,4.594449915,4.594449915
2016,222,SLV,6537.8,6514,6536.6,1130966.352,1308278.613,1117703.351,4.627386629,4.622835052,4.627157428
2017,222,SLV,6707.6,6661,6706.2,1099491.106,1306902.525,1082789.599,4.659513482,4.650756255,4.659251038
2018,222,SLV,6877.4,6808,6875.8,1068015.861,1305526.437,1047875.847,4.69105188,4.678231098,4.690757367
2019,222,SLV,7047.2,6955,7045.4,1036540.615,1304150.349,1012962.095,4.72202674,4.705276129,4.721701258
2020,222,SLV,7217,7102,7215,1005065.37,1302774.261,978048.3431,4.752461354,4.731906946,4.752105936
2021,222,SLV,7455.6,7237.6,7490.4,977650.1849,1305043.204,946260.7157,4.794356164,4.756117974,4.80038441
2022,222,SLV,7694.2,7373.2,7765.8,950234.9999,1307312.147,914473.0883,4.835283135,4.780000024,4.847383658
2023,222,SLV,7932.8,7508.8,8041.2,922819.8148,1309581.09,882685.4609,4.875293627,4.803563498,4.893181195
2024,222,SLV,8171.4,7644.4,8316.6,895404.6298,1311850.033,850897.8335,4.914434828,4.826818283,4.937847374
2025,222,SLV,8410,7780,8592,867989.4448,1314118.975,819110.206,4.952750201,4.849773794,4.98144626
2026,222,SLV,8749.2,7898.6,9022.8,844310.3171,1317440.655,792156.673,5.005876981,4.869613111,5.047643909
2027,222,SLV,9088.4,8017.2,9453.6,820631.1895,1320762.334,765203.14,5.057520441,4.889236094,5.111572374
2028,222,SLV,9427.6,8135.8,9884.4,796952.0618,1324084.013,738249.607,5.107775118,4.90864825,5.173407745
2029,222,SLV,9766.8,8254.4,10315.2,773272.9341,1327405.692,711296.074,5.156726373,4.92785487,5.233305469
2030,222,SLV,10106,8373,10746,749593.8065,1330727.371,684342.5409,5.204451575,4.946861037,5.291403525
2031,222,SLV,10550,8481,11342.8,729549.5186,1334463.394,661963.2094,5.265185753,4.963998256,5.369142155
2032,222,SLV,10994,8589,11939.6,709505.2308,1338199.418,639583.8778,5.324081278,4.980976863,5.443949097
2033,222,SLV,11438,8697,12536.4,689460.943,1341935.442,617204.5462,5.381264817,4.997800293,5.516073526
2034,222,SLV,11882,8805,13133.2,669416.6551,1345671.466,594825.2146,5.436849792,5.014471866,5.585732757
2035,222,SLV,12326,8913,13730,649372.3673,1349407.49,572445.883,5.490938203,5.03099479,5.653117561
2036,222,SLV,12867.2,9031.6,14467,632286.4119,1353715.312,553639.0305,5.554976658,5.048971848,5.733442722
2037,222,SLV,13408.4,9150.2,15204,615200.4564,1358023.134,534832.1779,5.617077556,5.066777354,5.81083321
2038,222,SLV,13949.6,9268.8,15941,598114.501,1362330.957,516025.3253,5.677374304,5.084415138,5.885531036
2039,222,SLV,14490.8,9387.4,16678,581028.5456,1366638.779,497218.4727,5.735986364,5.101888896,5.957748144
2040,222,SLV,15032,9506,17415,563942.5901,1370946.601,478411.6202,5.793021178,5.119202196,6.027671295
2041,222,SLV,15660.2,9631.4,18285,549240.6271,1375789.811,462504.04,5.857374292,5.137337464,6.107485263
2042,222,SLV,16288.4,9756.8,19155,534538.6641,1380633.02,446596.4598,5.919869167,5.155301137,6.184572637
2043,222,SLV,16916.6,9882.2,20025,519836.7011,1385476.23,430688.8797,5.98062813,5.173097012,6.25914431
2044,222,SLV,17544.8,10007.6,20895,505134.7381,1390319.439,414781.2995,6.039761266,5.190728758,6.331386533
2045,222,SLV,18173,10133,21765,490432.7751,1395162.649,398873.7193,6.09736803,5.208199915,6.401464687
2046,222,SLV,18874.6,10262.4,22757.2,477674.8829,1400307.211,385411.5363,6.160011822,5.22606364,6.478932498
2047,222,SLV,19576.2,10391.8,23749.4,464916.9907,1405451.772,371949.3532,6.220977724,5.243763646,6.553971957
2048,222,SLV,20277.8,10521.2,24741.6,452159.0985,1410596.334,358487.1702,6.280368472,5.261303447,6.626756044
2049,222,SLV,20979.4,10650.6,25733.8,439401.2062,1415740.896,345024.9871,6.338277216,5.278686436,6.697439057
2050,222,SLV,21681,10780,26726,426643.314,1420885.458,331562.804,6.394788698,5.295915894,6.766159272
2051,222,SLV,22438.2,10912.6,27833.4,415626.9464,1425868.606,320220.1994,6.454299744,5.313415477,6.840692623
2052,222,SLV,23195.4,11045.2,28940.8,404610.5787,1430851.754,308877.5947,6.512361981,5.330760481,6.913091113
2053,222,SLV,23952.6,11177.8,30048.2,393594.2111,1435834.901,297534.99,6.569056299,5.347954101,6.98349419
2054,222,SLV,24709.8,11310.4,31155.6,382577.8434,1440818.049,286192.3853,6.624456684,5.364999433,7.052027449
2055,222,SLV,25467,11443,32263,371561.4758,1445801.197,274849.7806,6.678630997,5.381899472,7.118804448
2056,222,SLV,26260.8,11580.8,33467.6,361985.9907,1450450.393,265288.1285,6.734175503,5.399311418,7.189568607
2057,222,SLV,27054.6,11718.6,34672.2,352410.5055,1455099.589,255726.4765,6.788507264,5.416572736,7.258496722
2058,222,SLV,27848.4,11856.4,35876.8,342835.0204,1459748.785,246164.8244,6.841687209,5.433686477,7.325697814
2059,222,SLV,28642.2,11994.2,37081.4,333259.5353,1464397.981,236603.1723,6.893771569,5.450655597,7.391271027
2060,222,SLV,29436,12132,38286,323684.0502,1469047.177,227041.5202,6.944812363,5.467482958,7.45530681
2061,222,SLV,30266.4,12285.6,39587.8,315600.7295,1473794.029,219374.3499,6.997142024,5.486076047,7.522876559
2062,222,SLV,31096.8,12439.2,40889.6,307517.4088,1478540.881,211707.1797,7.04843362,5.50450017,7.588842852
2063,222,SLV,31927.2,12592.8,42191.4,299434.088,1483287.733,204040.0094,7.098734659,5.52275892,7.653293025
2064,222,SLV,32757.6,12746.4,43493.2,291350.7673,1488034.585,196372.8391,7.148089303,5.540855773,7.716307134
2065,222,SLV,33588,12900,44795,283267.4466,1492781.437,188705.6689,7.196538689,5.558794088,7.777958761
2066,222,SLV,34473.8,13078.4,46217.8,276368.2915,1497704.463,182509.6391,7.247265707,5.57943399,7.843862278
2067,222,SLV,35359.6,13256.8,47640.6,269469.1364,1502627.488,176313.6094,7.297049745,5.59986933,7.908300641
2068,222,SLV,36245.4,13435.2,49063.4,262569.9814,1507550.513,170117.5797,7.345931312,5.620104849,7.97134876
2069,222,SLV,37131.2,13613.6,50486.2,255670.8263,1512473.539,163921.5499,7.393948236,5.640145114,8.033075674
2070,222,SLV,38017,13792,51909,248771.6712,1517396.564,157725.5202,7.441135903,5.659994532,8.093545163
2071,222,SLV,38935.6,13987,53436,242843.1065,1522497.682,152724.9225,7.48923041,5.681477624,8.157111469
2072,222,SLV,39854.2,14182,54963,236914.5419,1527598.8,147724.3247,7.536503406,5.702743128,8.219364946
2073,222,SLV,40772.8,14377,56490,230985.9772,1532699.919,142723.727,7.582987383,5.723796193,8.280368079
2074,222,SLV,41691.4,14572,58017,225057.4126,1537801.037,137723.1293,7.628712851,5.744641782,8.340178785
2075,222,SLV,42610,14767,59544,219128.8479,1542902.155,132722.5316,7.673708497,5.765284673,8.398850859
2076,222,SLV,43570.8,14970.4,61255.8,213989.4455,1548332.317,128663.13,7.720019663,5.786605794,8.46333164
2077,222,SLV,44531.6,15173.8,62967.6,208850.0431,1553762.479,124603.7284,7.765591057,5.807716435,8.52650983
2078,222,SLV,45492.4,15377.2,64679.4,203710.6408,1559192.64,120544.3268,7.81045008,5.828621453,8.588446105
2079,222,SLV,46453.2,15580.6,66391.2,198571.2384,1564622.802,116484.9253,7.854622568,5.849325531,8.649196801
2080,222,SLV,47414,15784,68103,193431.836,1570052.964,112425.5237,7.898132907,5.869833187,8.708814323
2081,222,SLV,48418.6,15991.6,69975.2,188944.5297,1575903.636,109120.385,7.942943645,5.890566282,8.772778313
2082,222,SLV,49423.2,16199.2,71847.4,184457.2234,1581754.307,105815.2464,7.98708057,5.911103773,8.835504653
2083,222,SLV,50427.8,16406.8,73719.6,179969.9171,1587604.979,102510.1077,8.030567208,5.931449976,8.897048627
